CPD ID,Plate ID,Well
CPD_341173,APL001626,N06
CPD_343008,APL001632,F08
CPD_346074,APL001642,M15
CPD_346575,APL001643,J21
CPD_346585,APL001643,N04
CPD_349647,APL001653,C09
CPD_352653,APL001662,M22
CPD_358712,APL001681,F05
CPD_322353,APL001567,B10
CPD_323274,APL001570,N21
CPD_327725,APL001584,D17
CPD_330349,APL001592,B16
CPD_331579,APL001596,F04
CPD_332169,APL001598,D11
CPD_333280,APL001601,J22
CPD_336460,APL001611,D20
CPD_337891,APL001616,G18
CPD_340005,APL001623,A13
CPD_340871,APL001625,L10
CPD_340932,APL001626,I05
CPD_342914,APL001632,I04
CPD_343626,APL001634,F03
CPD_343642,APL001634,F07
CPD_343619,APL001634,G22
CPD_344205,APL001636,K08
CPD_345183,APL001639,G14
CPD_348340,APL001648,L22
CPD_348261,APL001648,N21
CPD_351917,APL001660,G17
CPD_351969,APL001660,O10
CPD_353331,APL001664,N11
CPD_359615,APL001685,N22
CPD_359846,APL001686,L19
CPD_323425,APL001571,M19
CPD_325174,APL001576,N17
CPD_327439,APL001583,D06
CPD_327676,APL001584,P03
CPD_331405,APL001596,I19
CPD_333651,APL001603,O13
CPD_333948,APL001604,A09
CPD_334943,APL001607,G17
CPD_336859,APL001613,C19
CPD_336857,APL001613,O17
CPD_337260,APL001614,E20
CPD_339041,APL001620,G09
CPD_341275,APL001627,I11
CPD_342580,APL001631,K19
CPD_343012,APL001632,N08
CPD_346401,APL001643,M17
CPD_349713,APL001653,G06
CPD_350189,APL001654,P04
CPD_351357,APL001658,A18
CPD_360229,APL001687,J16
CPD_320338,APL001561,A22
CPD_320663,APL001562,M22
CPD_320944,APL001563,O12
CPD_322744,APL001569,A07
CPD_323932,APL001572,J08
CPD_325559,APL001577,B16
CPD_326790,APL001581,B04
CPD_327669,APL001584,B03
CPD_328091,APL001585,B10
CPD_327936,APL001585,K10
CPD_329783,APL001591,A13
CPD_330784,APL001594,G04
CPD_331931,APL001597,H12
CPD_331711,APL001597,M15
CPD_334554,APL001605,N20
CPD_337114,APL001614,A03
CPD_339164,APL001620,O20
CPD_340735,APL001625,K16
CPD_345230,APL001639,F05
CPD_345313,APL001639,L06
CPD_345863,APL001641,H03
CPD_353419,APL001664,N14
CPD_318299,APL001555,O05
CPD_318467,APL001555,P07
CPD_320926,APL001563,K08
CPD_321741,APL001565,P14
CPD_323155,APL001570,M12
CPD_325599,APL001578,A05
CPD_327399,APL001583,D15
CPD_327584,APL001584,E21
CPD_328654,APL001587,H09
CPD_331104,APL001595,I04
CPD_333316,APL001602,A11
CPD_334714,APL001606,M20
CPD_342135,APL001629,N08
CPD_342445,APL001630,J06
CPD_343540,APL001634,I21
CPD_344013,APL001635,L19
CPD_344189,APL001636,K04
CPD_345658,APL001640,N12
CPD_348101,APL001648,M21
CPD_350212,APL001654,N10
CPD_350318,APL001655,A17
CPD_351221,APL001658,A03
CPD_352191,APL001661,A07
CPD_354042,APL001666,N10
CPD_355086,APL001670,A13
CPD_359251,APL001683,A21
CPD_360072,APL001687,O16
CPD_324209,APL001573,D17
CPD_325661,APL001578,M19
CPD_328218,APL001586,O19
CPD_330472,APL001593,G06
CPD_331007,APL001594,H20
CPD_333761,APL001603,K22
CPD_334625,APL001606,K17
CPD_337502,APL001615,I19
CPD_337755,APL001616,E03
CPD_338325,APL001617,N06
CPD_338425,APL001618,E11
CPD_338940,APL001619,J04
CPD_339066,APL001620,I15
CPD_340378,APL001624,A08
CPD_342369,APL001630,B07
CPD_342215,APL001630,M07
CPD_344405,APL001636,L18
CPD_345052,APL001638,B22
CPD_345543,APL001640,H03
CPD_345450,APL001640,M19
CPD_346461,APL001643,E14
CPD_346810,APL001644,A22
CPD_348070,APL001648,O13
CPD_348951,APL001650,D16
CPD_348982,APL001651,A03
CPD_349864,APL001653,F04
CPD_349635,APL001653,K05
CPD_352303,APL001661,A16
CPD_354068,APL001666,B18
CPD_320305,APL001561,O12
CPD_323319,APL001570,J14
CPD_324160,APL001573,B05
CPD_324511,APL001574,P11
CPD_325550,APL001577,P12
CPD_327444,APL001583,N06
CPD_328492,APL001587,C09
CPD_328883,APL001588,E08
CPD_329148,APL001589,G13
CPD_332718,APL001600,C21
CPD_333427,APL001602,O18
CPD_336124,APL001610,D16
CPD_338060,APL001616,J20
CPD_339800,APL001622,E22
CPD_340570,APL001624,B16
CPD_343404,APL001633,J08
CPD_344557,APL001637,K16
CPD_344894,APL001638,O20
CPD_345945,APL001641,L04
CPD_346628,APL001643,D16
CPD_351711,APL001659,L05
CPD_351932,APL001660,E21
CPD_352560,APL001662,C19
CPD_358431,APL001680,P13
CPD_360552,APL001688,P16
CPD_360809,APL001689,B21
CPD_323376,APL001571,K07
CPD_324069,APL001573,K21
CPD_326543,APL001580,D22
CPD_328752,APL001587,L14
CPD_335857,APL001610,K07
CPD_337795,APL001616,E13
CPD_338233,APL001617,F03
CPD_339196,APL001620,D09
CPD_339050,APL001620,I11
CPD_339083,APL001620,K19
CPD_341487,APL001627,D06
CPD_341394,APL001627,G22
CPD_341355,APL001627,I12
CPD_341958,APL001629,K04
CPD_343263,APL001633,M12
CPD_344518,APL001637,M06
CPD_350125,APL001654,P07
CPD_353651,APL001665,N11
CPD_355580,APL001671,P15
CPD_318435,APL001555,O20
CPD_319024,APL001557,O08
CPD_319286,APL001558,O13
CPD_320880,APL001563,O15
CPD_327390,APL001583,B13
CPD_328242,APL001586,O06
CPD_334380,APL001605,A18
CPD_334427,APL001605,P07
CPD_336141,APL001610,F20
CPD_336682,APL001612,P13
CPD_337663,APL001615,L19
CPD_338245,APL001617,N05
CPD_339026,APL001620,I05
CPD_339961,APL001622,J22
CPD_342360,APL001630,P03
CPD_342990,APL001632,B04
CPD_342925,APL001632,O06
CPD_345801,APL001641,K08
CPD_350820,APL001656,P21
CPD_319374,APL001558,O16
CPD_320924,APL001563,G08
CPD_321136,APL001563,D22
CPD_322632,APL001568,B19
CPD_327103,APL001582,D21
CPD_328120,APL001585,L16
CPD_329158,APL001589,K15
CPD_329541,APL001590,M12
CPD_331118,APL001595,E08
CPD_331350,APL001596,K05
CPD_331780,APL001597,I14
CPD_336025,APL001610,N09
CPD_338180,APL001617,K10
CPD_338504,APL001618,C12
CPD_341664,APL001628,I10
CPD_342049,APL001629,B07
CPD_342594,APL001631,G04
CPD_343264,APL001633,O12
CPD_343650,APL001634,F09
CPD_344744,APL001638,A03
CPD_349150,APL001651,B05
CPD_350006,APL001654,A19
CPD_352519,APL001662,A09
CPD_360161,APL001687,B19
CPD_318908,APL001556,H20
CPD_319058,APL001557,C18
CPD_320500,APL001561,F22
CPD_328041,APL001585,N15
CPD_329253,APL001589,K20
CPD_330670,APL001593,D16
CPD_338321,APL001617,F06
CPD_342765,APL001631,N06
CPD_343084,APL001632,D07
CPD_344349,APL001636,L04
CPD_344741,APL001637,L22
CPD_348485,APL001649,M18
CPD_349936,APL001653,F22
CPD_349697,APL001653,G21
CPD_349626,APL001653,I03
CPD_352667,APL001662,J05
CPD_353022,APL001663,D15
CPD_360356,APL001688,G08
CPD_319840,APL001559,N16
CPD_323403,APL001571,A15
CPD_323459,APL001571,A10
CPD_325095,APL001576,O18
CPD_327886,APL001585,G17
CPD_328168,APL001586,K07
CPD_328289,APL001586,M18
CPD_328369,APL001586,N17
CPD_330317,APL001592,B08
CPD_331747,APL001597,G06
CPD_331877,APL001597,L17
CPD_333891,APL001603,P14
CPD_335202,APL001608,A03
CPD_336090,APL001610,P06
CPD_336330,APL001611,P05
CPD_337594,APL001615,B03
CPD_337874,APL001616,E14
CPD_338719,APL001619,K05
CPD_339286,APL001620,H12
CPD_340506,APL001624,B19
CPD_340945,APL001626,C09
CPD_341692,APL001628,C18
CPD_342436,APL001630,H04
CPD_343526,APL001634,M17
CPD_345622,APL001640,F04
CPD_345432,APL001640,I15
CPD_346629,APL001643,F16
CPD_348862,APL001650,P11
CPD_353004,APL001663,P09
CPD_353747,APL001665,N16
CPD_355911,APL001672,N19
CPD_318284,APL001555,A03
CPD_323671,APL001571,J22
CPD_324816,APL001575,B09
CPD_328464,APL001586,L22
CPD_330384,APL001593,G03
CPD_333276,APL001601,B22
CPD_333876,APL001603,B12
CPD_341447,APL001627,D15
CPD_342091,APL001629,F17
CPD_345373,APL001639,D22
CPD_345769,APL001641,K19
CPD_346391,APL001643,I15
CPD_351801,APL001659,P08
CPD_352933,APL001663,O12
CPD_356853,APL001675,P17
CPD_360297,APL001688,A13
CPD_319293,APL001558,M15
CPD_321000,APL001563,P05
CPD_321765,APL001565,P20
CPD_324104,APL001573,A12
CPD_324254,APL001573,N08
CPD_327008,APL001582,E18
CPD_327176,APL001582,F20
CPD_327503,APL001583,D22
CPD_327284,APL001583,M06
CPD_328465,APL001586,N22
CPD_330463,APL001593,E04
CPD_331356,APL001596,G07
CPD_333453,APL001602,D05
CPD_342485,APL001630,J16
CPD_343598,APL001634,M16
CPD_344272,APL001636,B05
CPD_345184,APL001639,I14
CPD_345649,APL001640,L10
CPD_346032,APL001642,I05
CPD_347941,APL001647,N21
CPD_349382,APL001652,A04
CPD_352936,APL001663,E14
CPD_359880,APL001686,P08
CPD_325656,APL001578,C19
CPD_326550,APL001581,A03
CPD_330972,APL001594,B12
CPD_330798,APL001594,C08
CPD_335851,APL001610,O05
CPD_338169,APL001617,E08
CPD_340887,APL001625,L14
CPD_342834,APL001632,G03
CPD_345149,APL001639,C06
CPD_348966,APL001650,B20
CPD_349237,APL001651,P06
CPD_351299,APL001658,M21
CPD_352200,APL001661,C09
CPD_353244,APL001664,O10
CPD_359918,APL001686,L18
CPD_360200,APL001687,P08
CPD_319635,APL001559,O21
CPD_325487,APL001577,B17
CPD_325816,APL001578,D19
CPD_325665,APL001578,E21
CPD_325669,APL001578,M21
CPD_328934,APL001588,K20
CPD_329956,APL001591,L15
CPD_331793,APL001597,C18
CPD_333075,APL001601,M10
CPD_333429,APL001602,C20
CPD_338834,APL001619,M16
CPD_338981,APL001619,P14
CPD_339145,APL001620,G16
CPD_340764,APL001625,F03
CPD_342011,APL001629,E18
CPD_343006,APL001632,B08
CPD_344674,APL001637,F06
CPD_344717,APL001637,L16
CPD_344811,APL001638,I19
CPD_346416,APL001643,K21
CPD_352062,APL001660,P13
CPD_353351,APL001664,F17
CPD_353499,APL001665,M13
CPD_353787,APL001666,M05
CPD_359305,APL001685,A05
CPD_360872,APL001689,P16
CPD_318404,APL001555,A14
CPD_320521,APL001562,O05
CPD_320737,APL001562,B21
CPD_320897,APL001563,A21
CPD_322002,APL001566,L19
CPD_323976,APL001572,B20
CPD_325217,APL001576,D10
CPD_325905,APL001578,F22
CPD_326040,APL001579,C16
CPD_328646,APL001587,H07
CPD_329316,APL001589,J15
CPD_329480,APL001590,C17
CPD_329658,APL001590,H21
CPD_331031,APL001595,G05
CPD_336309,APL001611,E22
CPD_338727,APL001619,M07
CPD_339134,APL001620,A14
CPD_339765,APL001622,O12
CPD_342477,APL001630,J14
CPD_342633,APL001631,E14
CPD_343409,APL001633,D10
CPD_343271,APL001633,M14
CPD_343905,APL001635,C14
CPD_343806,APL001635,M07
CPD_344529,APL001637,C10
CPD_346267,APL001642,B06
CPD_351254,APL001658,C11
CPD_353203,APL001664,M19
CPD_353592,APL001665,G18
CPD_359311,APL001685,M05
CPD_324024,APL001573,A11
CPD_324277,APL001573,L14
CPD_327236,APL001583,M13
CPD_327678,APL001584,D05
CPD_328867,APL001588,E04
CPD_331062,APL001595,E13
CPD_331589,APL001596,J06
CPD_334613,APL001606,C15
CPD_335628,APL001609,M10
CPD_335884,APL001610,A15
CPD_337877,APL001616,K14
CPD_337806,APL001616,M15
CPD_341620,APL001628,A19
CPD_341703,APL001628,K20
CPD_342035,APL001629,F03
CPD_342912,APL001632,E04
CPD_342933,APL001632,O08
CPD_345171,APL001639,O10
CPD_346310,APL001642,H16
CPD_360233,APL001687,B18
CPD_329166,APL001589,K17
CPD_331459,APL001596,E14
CPD_336266,APL001611,O10
CPD_336658,APL001612,P07
CPD_341431,APL001627,D11
CPD_342129,APL001629,B08
CPD_341954,APL001629,C04
CPD_342508,APL001630,H22
CPD_343447,APL001633,P18
CPD_344091,APL001635,H20
CPD_344551,APL001637,O14
CPD_351286,APL001658,C19
CPD_358950,APL001682,E06
CPD_320457,APL001561,P10
CPD_321025,APL001563,D13
CPD_324262,APL001573,N10
CPD_325258,APL001576,F20
CPD_329330,APL001589,F19
CPD_330422,APL001593,C13
CPD_331799,APL001597,O18
CPD_335011,APL001607,O14
CPD_337749,APL001615,J22
CPD_341414,APL001627,B07
CPD_342210,APL001630,C07
CPD_343140,APL001632,D21
CPD_344115,APL001636,G05
CPD_344126,APL001636,M07
CPD_344519,APL001637,O06
CPD_344895,APL001638,A22
CPD_345078,APL001639,E07
CPD_345338,APL001639,N12
CPD_348399,APL001649,A17
CPD_350414,APL001655,A22
CPD_350727,APL001656,E20
CPD_351217,APL001657,J22
CPD_354058,APL001666,N14
CPD_358615,APL001681,A21
CPD_359601,APL001685,B20
CPD_359655,APL001686,M11
CPD_319068,APL001557,G20
CPD_323134,APL001570,A08
CPD_324062,APL001573,M19
CPD_325496,APL001577,D19
CPD_326181,APL001579,N10
CPD_328302,APL001586,G22
CPD_332030,APL001598,M15
CPD_333035,APL001601,M19
CPD_335954,APL001610,O12
CPD_337928,APL001616,B07
CPD_338021,APL001616,L10
CPD_339118,APL001620,A10
CPD_339303,APL001620,L16
CPD_341460,APL001627,N17
CPD_342784,APL001631,D12
CPD_342976,APL001632,E20
CPD_343142,APL001632,J21
CPD_343505,APL001634,C13
CPD_344546,APL001637,E14
CPD_345638,APL001640,F08
CPD_350114,APL001654,J05
CPD_352756,APL001662,L08
CPD_359345,APL001685,A15
CPD_359999,APL001687,M17
CPD_319366,APL001558,O14
CPD_319595,APL001559,M11
CPD_320656,APL001562,O20
CPD_323687,APL001572,I05
CPD_324026,APL001573,E11
CPD_324169,APL001573,D07
CPD_328134,APL001585,H20
CPD_328128,APL001585,L18
CPD_328384,APL001586,L21
CPD_328591,APL001587,I14
CPD_329180,APL001589,G21
CPD_329205,APL001589,I08
CPD_330646,APL001593,D10
CPD_330504,APL001593,G14
CPD_333896,APL001603,J16
CPD_334163,APL001604,P21
CPD_334676,APL001606,A12
CPD_335978,APL001610,O18
CPD_336315,APL001611,B03
CPD_339581,APL001621,J06
CPD_341454,APL001627,B17
CPD_342158,APL001629,L14
CPD_343321,APL001633,B07
CPD_344495,APL001637,O19
CPD_346552,APL001643,L15
CPD_348383,APL001649,A13
CPD_351340,APL001658,O12
CPD_351602,APL001659,O17
CPD_353563,APL001665,M10
CPD_323256,APL001570,J17
CPD_323482,APL001571,O14
CPD_325844,APL001578,L06
CPD_333588,APL001602,B20
CPD_333826,APL001603,N17
CPD_337770,APL001616,C07
CPD_338767,APL001619,M17
CPD_340941,APL001626,K07
CPD_342473,APL001630,B14
CPD_342354,APL001630,D03
CPD_342680,APL001631,D05
CPD_343957,APL001635,L05
CPD_346168,APL001642,K20
CPD_352917,APL001663,O08
CPD_353198,APL001664,C19
CPD_356424,APL001674,A12
CPD_357505,APL001677,P21
CPD_333570,APL001602,N14
CPD_333819,APL001603,P15
CPD_335864,APL001610,I09
CPD_336468,APL001611,D22
CPD_337464,APL001615,M09
CPD_339004,APL001619,N20
CPD_341597,APL001628,C13
CPD_341837,APL001628,H14
CPD_343453,APL001633,L20
CPD_344606,APL001637,N07
CPD_345340,APL001639,B14
CPD_345279,APL001639,H17
CPD_345664,APL001640,J14
CPD_351512,APL001658,L16
CPD_351594,APL001659,O15
CPD_353172,APL001664,O11
CPD_353466,APL001665,K05
CPD_353988,APL001666,B17
CPD_359453,APL001685,I22
CPD_360142,APL001687,L13
CPD_318895,APL001556,N16
CPD_320960,APL001563,O16
CPD_323458,APL001571,O08
CPD_324217,APL001573,D19
CPD_325288,APL001577,A07
CPD_326558,APL001581,A05
CPD_328074,APL001585,P04
CPD_329085,APL001588,J18
CPD_329154,APL001589,C15
CPD_329940,APL001591,L11
CPD_331374,APL001596,K11
CPD_332277,APL001598,N18
CPD_334699,APL001606,O16
CPD_335266,APL001608,A19
CPD_337978,APL001616,F19
CPD_339584,APL001621,P06
CPD_341810,APL001628,B08
CPD_342170,APL001629,D18
CPD_344926,APL001638,P07
CPD_345671,APL001640,H16
CPD_345672,APL001640,J16
CPD_346656,APL001643,L22
CPD_349356,APL001652,M15
CPD_349757,APL001653,O16
CPD_351036,APL001657,O16
CPD_351259,APL001658,M11
CPD_353373,APL001664,B04
CPD_353823,APL001666,E15
CPD_353811,APL001666,M11
CPD_359888,APL001686,P10
CPD_360713,APL001689,A18
CPD_360641,APL001689,A19
CPD_317867,APL001553,P17
CPD_320648,APL001562,O18
CPD_321109,APL001563,N14
CPD_323908,APL001572,J21
CPD_325710,APL001578,O12
CPD_325742,APL001578,O20
CPD_326935,APL001582,C19
CPD_327639,APL001584,E16
CPD_327524,APL001584,M05
CPD_327817,APL001584,N20
CPD_332057,APL001598,C04
CPD_333434,APL001602,M20
CPD_341451,APL001627,L15
CPD_342298,APL001630,C10
CPD_344802,APL001638,G17
CPD_345511,APL001640,G16
CPD_346268,APL001642,D06
CPD_352613,APL001662,M12
CPD_317341,APL001552,A07
CPD_318314,APL001555,M09
CPD_323172,APL001570,O16
CPD_325206,APL001576,N06
CPD_327559,APL001584,C15
CPD_327849,APL001585,M07
CPD_328643,APL001587,B07
CPD_329507,APL001590,I04
CPD_337813,APL001616,K17
CPD_338193,APL001617,E14
CPD_338736,APL001619,O09
CPD_339299,APL001620,D16
CPD_341288,APL001627,C15
CPD_343045,APL001632,B18
CPD_343578,APL001634,E12
CPD_344010,APL001635,F19
CPD_344570,APL001637,E20
CPD_351377,APL001658,K22
CPD_355261,APL001670,P15
CPD_359257,APL001683,M21
CPD_360188,APL001687,H06
CPD_321214,APL001564,O21
CPD_321326,APL001564,B11
CPD_322440,APL001568,O09
CPD_324252,APL001573,J08
CPD_324666,APL001575,E11
CPD_333012,APL001601,O13
CPD_336180,APL001611,C09
CPD_336448,APL001611,L16
CPD_336384,APL001611,L19
CPD_337774,APL001616,K07
CPD_338085,APL001617,K05
CPD_341807,APL001628,L06
CPD_341930,APL001629,C17
CPD_344684,APL001637,J08
CPD_346299,APL001642,B14
CPD_348256,APL001648,D21
CPD_353255,APL001664,E14
CPD_353706,APL001665,L06
CPD_353839,APL001666,E19
CPD_354074,APL001666,N18
CPD_354115,APL001667,A09
CPD_357920,APL001679,A07
CPD_359935,APL001686,N22
CPD_359792,APL001686,P05
CPD_321832,APL001566,E17
CPD_322544,APL001568,O16
CPD_322589,APL001568,L07
CPD_334572,APL001606,A05
CPD_335985,APL001610,M20
CPD_341462,APL001627,B19
CPD_344056,APL001635,B12
CPD_346311,APL001642,J16
CPD_359019,APL001682,O22
CPD_363693,APL001684,A16
CPD_359983,APL001687,M13
CPD_327350,APL001583,B03
CPD_328769,APL001587,N18
CPD_333964,APL001604,A13
CPD_334927,APL001607,G13
CPD_337825,APL001616,C21
CPD_338951,APL001619,B08
CPD_338948,APL001619,J06
CPD_341065,APL001626,E20
CPD_341054,APL001626,O16
CPD_341871,APL001628,L22
CPD_342058,APL001629,D09
CPD_342305,APL001630,A12
CPD_342631,APL001631,A14
CPD_343370,APL001633,F19
CPD_343708,APL001634,J04
CPD_344073,APL001635,D16
CPD_344729,APL001637,D20
CPD_344722,APL001637,F18
CPD_346081,APL001642,K17
CPD_351283,APL001658,M17
CPD_353359,APL001664,F19
CPD_359338,APL001685,C13
CPD_359450,APL001685,C22
CPD_359544,APL001685,P04
CPD_322614,APL001568,N13
CPD_328309,APL001586,F03
CPD_328605,APL001587,E18
CPD_329384,APL001589,B14
CPD_331957,APL001597,L18
CPD_333347,APL001602,O17
CPD_333867,APL001603,P08
CPD_334547,APL001605,P18
CPD_338488,APL001618,C08
CPD_340249,APL001623,P14
CPD_341681,APL001628,M14
CPD_342530,APL001631,C07
CPD_343288,APL001633,O18
CPD_343521,APL001634,C17
CPD_343725,APL001634,L08
CPD_343614,APL001634,M20
CPD_343702,APL001634,N21
CPD_344665,APL001637,D04
CPD_345704,APL001641,I03
CPD_346115,APL001642,O06
CPD_346449,APL001643,M10
CPD_349795,APL001653,L05
CPD_354021,APL001666,D06
CPD_318666,APL001556,A19
CPD_325162,APL001576,F15
CPD_327140,APL001582,N10
CPD_328565,APL001587,E08
CPD_330450,APL001593,K19
CPD_330855,APL001594,E22
CPD_330897,APL001594,L11
CPD_333384,APL001602,I08
CPD_333749,APL001603,C20
CPD_335265,APL001608,O17
CPD_335913,APL001610,M21
CPD_338004,APL001616,J06
CPD_339327,APL001620,L22
CPD_340013,APL001623,A15
CPD_340635,APL001625,C11
CPD_341302,APL001627,O17
CPD_342019,APL001629,E20
CPD_346073,APL001642,K15
CPD_349428,APL001652,M14
CPD_349783,APL001653,D03
CPD_319767,APL001559,D17
CPD_321902,APL001566,C16
CPD_323421,APL001571,E19
CPD_327764,APL001584,B08
CPD_329887,APL001591,A20
CPD_330555,APL001593,N05
CPD_331182,APL001595,F03
CPD_331348,APL001596,G05
CPD_331951,APL001597,P16
CPD_332103,APL001598,O14
CPD_334115,APL001604,P09
CPD_335210,APL001608,A05
CPD_335407,APL001608,N13
CPD_335360,APL001608,O22
CPD_335779,APL001609,P08
CPD_339892,APL001622,P04
CPD_340108,APL001623,A20
CPD_340775,APL001625,L05
CPD_341646,APL001628,E06
CPD_342204,APL001630,G05
CPD_345060,APL001639,A03
CPD_349998,APL001654,A17
CPD_320441,APL001561,P06
CPD_320993,APL001563,B05
CPD_323429,APL001571,E21
CPD_323921,APL001572,D06
CPD_327615,APL001584,E10
CPD_327618,APL001584,K10
CPD_329094,APL001588,L20
CPD_329552,APL001590,C16
CPD_330783,APL001594,E04
CPD_332960,APL001600,H22
CPD_334762,APL001606,N11
CPD_334755,APL001606,P09
CPD_334924,APL001607,A13
CPD_336825,APL001613,O09
CPD_338826,APL001619,M14
CPD_339092,APL001620,M21
CPD_340281,APL001623,P22
CPD_342115,APL001629,F04
CPD_342166,APL001629,L16
CPD_342801,APL001631,F16
CPD_343939,APL001635,G22
CPD_345383,APL001640,G03
CPD_346151,APL001642,I16
CPD_349118,APL001651,A18
CPD_349782,APL001653,B03
CPD_349964,APL001654,M07
CPD_350606,APL001656,A09
CPD_351030,APL001657,C16
CPD_359607,APL001685,N20
CPD_318830,APL001556,L19
CPD_320337,APL001561,O20
CPD_322456,APL001568,O13
CPD_322710,APL001568,N18
CPD_322884,APL001569,K22
CPD_323387,APL001571,A11
CPD_323888,APL001572,B17
CPD_326086,APL001579,P05
CPD_327174,APL001582,B20
CPD_327497,APL001583,H20
CPD_327258,APL001583,I19
CPD_328505,APL001587,M11
CPD_329304,APL001589,B13
CPD_329576,APL001590,C22
CPD_330200,APL001592,E18
CPD_330920,APL001594,J17
CPD_331213,APL001595,D11
CPD_337377,APL001614,P08
CPD_338513,APL001618,E14
CPD_338770,APL001619,C19
CPD_347494,APL001619,O05
CPD_339130,APL001620,I12
CPD_342788,APL001631,L12
CPD_346574,APL001643,H21
CPD_347702,APL001646,P22
CPD_348998,APL001651,A07
CPD_349699,APL001653,K21
CPD_351402,APL001658,N07
CPD_351434,APL001658,N15
CPD_352811,APL001662,L22
CPD_353835,APL001666,M17
CPD_355868,APL001672,D09
CPD_359697,APL001686,A04
CPD_318092,APL001554,A16
CPD_320894,APL001563,K19
CPD_322155,APL001567,C19
CPD_323182,APL001570,C20
CPD_325350,APL001577,O21
CPD_326542,APL001580,B22
CPD_327167,APL001582,D18
CPD_327799,APL001584,J16
CPD_328052,APL001585,D19
CPD_328514,APL001587,O13
CPD_328967,APL001588,N07
CPD_330571,APL001593,N09
CPD_331598,APL001596,L08
CPD_331697,APL001597,A13
CPD_332817,APL001600,J05
CPD_333542,APL001602,F08
CPD_334721,APL001606,K22
CPD_336550,APL001612,G21
CPD_338411,APL001618,I07
CPD_339648,APL001622,E03
CPD_343041,APL001632,J16
CPD_344604,APL001637,J07
CPD_346320,APL001642,L18
CPD_346470,APL001643,G16
CPD_351535,APL001658,J22
CPD_353726,APL001665,D12
CPD_358749,APL001681,B15
CPD_322901,APL001569,P05
CPD_323351,APL001570,J22
CPD_323506,APL001571,O20
CPD_324189,APL001573,L11
CPD_324301,APL001573,L20
CPD_325887,APL001578,B18
CPD_325771,APL001578,J07
CPD_326278,APL001580,O13
CPD_328004,APL001585,D07
CPD_328663,APL001587,J11
CPD_330158,APL001592,O06
CPD_330459,APL001593,M21
CPD_331424,APL001596,O04
CPD_334635,APL001606,O19
CPD_336997,APL001613,H13
CPD_337453,APL001615,G07
CPD_337850,APL001616,E08
CPD_339400,APL001621,O19
CPD_339734,APL001622,A06
CPD_341917,APL001629,I13
CPD_342513,APL001631,A03
CPD_343446,APL001633,N18
CPD_345245,APL001639,D09
CPD_346502,APL001643,H03
CPD_349565,APL001652,P08
CPD_351251,APL001658,M09
CPD_351924,APL001660,E19
CPD_353618,APL001665,L03
CPD_321090,APL001563,F10
CPD_321111,APL001563,B16
CPD_324162,APL001573,F05
CPD_327709,APL001584,B13
CPD_327868,APL001585,C13
CPD_328084,APL001585,D08
CPD_328558,APL001587,G06
CPD_329003,APL001588,F17
CPD_329688,APL001590,D10
CPD_332269,APL001598,N16
CPD_334595,APL001606,O09
CPD_336953,APL001613,O22
CPD_337384,APL001614,N10
CPD_337579,APL001615,C20
CPD_341645,APL001628,C06
CPD_342142,APL001629,L10
CPD_342611,APL001631,I08
CPD_342620,APL001631,K10
CPD_342700,APL001631,L09
CPD_344021,APL001635,L21
CPD_344151,APL001636,O13
CPD_345370,APL001639,N20
CPD_345869,APL001641,D05
CPD_345871,APL001641,H05
CPD_346197,APL001642,F07
CPD_346637,APL001643,F18
CPD_349848,APL001653,F19
CPD_351276,APL001658,O15
CPD_353154,APL001664,K07
CPD_353473,APL001665,I07
CPD_318459,APL001555,P05
CPD_320257,APL001561,O19
CPD_322225,APL001567,O16
CPD_329492,APL001590,K19
CPD_330339,APL001592,N12
CPD_331912,APL001597,B08
CPD_341366,APL001627,O14
CPD_343555,APL001634,G06
CPD_344485,APL001637,K17
CPD_345101,APL001639,C13
CPD_346191,APL001642,J05
CPD_346201,APL001642,N07
CPD_352955,APL001663,K18
CPD_353446,APL001664,D22
CPD_356534,APL001674,N17
CPD_359678,APL001686,K17
CPD_318601,APL001555,P22
CPD_325017,APL001576,C19
CPD_325827,APL001578,J21
CPD_326109,APL001579,N11
CPD_328036,APL001585,D15
CPD_328454,APL001586,H20
CPD_328567,APL001587,I08
CPD_331362,APL001596,C09
CPD_331878,APL001597,N17
CPD_336221,APL001611,E19
CPD_336784,APL001612,N20
CPD_338971,APL001619,L12
CPD_341087,APL001626,B05
CPD_341291,APL001627,I15
CPD_341621,APL001628,C19
CPD_342155,APL001629,F14
CPD_344666,APL001637,F04
CPD_345679,APL001640,H18
CPD_352517,APL001662,M07
CPD_352968,APL001663,E22
CPD_353414,APL001664,D14
CPD_321693,APL001565,P21
CPD_325007,APL001576,O15
CPD_326445,APL001580,N15
CPD_327156,APL001582,N14
CPD_328308,APL001586,D03
CPD_329071,APL001588,N14
CPD_329878,APL001591,O16
CPD_331057,APL001595,K11
CPD_331351,APL001596,M05
CPD_336368,APL001611,L15
CPD_338480,APL001618,C06
CPD_339007,APL001619,D22
CPD_339150,APL001620,A18
CPD_339191,APL001620,J07
CPD_340037,APL001623,A21
CPD_342095,APL001629,N17
CPD_343700,APL001634,J21
CPD_343934,APL001635,M20
CPD_344737,APL001637,D22
CPD_344514,APL001637,E06
CPD_344686,APL001637,N08
CPD_345464,APL001640,I04
CPD_350012,APL001654,M19
CPD_353585,APL001665,I16
CPD_353902,APL001666,E16
